arcos_all_washpost_shuf5000
REPORTER_DEA_NO,REPORTER_BUS_ACT,REPORTER_NAME,REPORTER_ADDL_CO_INFO,REPORTER_ADDRESS1,REPORTER_ADDRESS2,REPORTER_CITY,REPORTER_STATE,REPORTER_ZIP,REPORTER_COUNTY,BUYER_DEA_NO,BUYER_BUS_ACT,BUYER_NAME,BUYER_ADDL_CO_INFO,BUYER_ADDRESS1,BUYER_ADDRESS2,BUYER_CITY,BUYER_STATE,BUYER_ZIP,BUYER_COUNTY,TRANSACTION_CODE,DRUG_CODE,NDC_NO,DRUG_NAME,QUANTITY,UNIT,ACTION_INDICATOR,ORDER_FORM_NO,CORRECTION_NO,STRENGTH,TRANSACTION_DATE,CALC_BASE_WT_IN_GM,DOSAGE_UNIT,TRANSACTION_ID,Product_Name,Ingredient_Name,Measure,MME_Conversion_Factor,Combined_Labeler_Name,Revised_Company_Name,Reporter_family,dos_str
PM0021535,DISTRIBUTOR,MCKESSON CORPORATION,null,DBA MCKESSON DRUG CO.,3775 SEAPORT BLVD,WEST SACRAMENTO,CA,95691,YOLO,BT9118488,RETAIL PHARMACY,TED'S VILLAGE PHARMACY INC,null,29 WEST 25TH AVE,null,SAN MATEO,CA,94403,SAN MATEO,S,9193,406035705,HYDROCODONE,2.0,null,null,null,null,null,2112010,3.0270000000000000,1000.0,1002007161,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,McKesson Corporation,5.0
RS0319790,DISTRIBUTOR,SMITH DRUG COMPANY,null,1104 JONES ROAD,null,PARAGOULD,AR,72450,GREENE,AE3103102,RETAIL PHARMACY,ECONO-MART PHARMACY INC,null,1595 HARRISON ST,null,BATESVILLE,AR,72501,INDEPENDENCE,S,9193,406036105,HYDROCODONE,1.0,null,null,null,null,null,3222012,3.0270000000000000,500.0,1203017288,HYDROCODO.BIT 10MG&AC USP TAB,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Smith Drug Company,10.0
RW0186278,DISTRIBUTOR,WAL-MART WAREHOUSE #32,null,13231 11TH AVENUE,null,HANFORD,CA,93230,KINGS,BW1565932,CHAIN PHARMACY,WAL-MART PHARMACY 10-1230,null,5401 S. WHITE MOUNTAIN ROAD,null,SHOW LOW,AZ,85901,NAVAJO,S,9193,406035705,HYDROCODONE,1.0,null,null,null,null,null,10162009,1.5135,500.0,910006958,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Wal-Mart,5.0
PR0040357,DISTRIBUTOR,MCKESSON CORPORATION,null,DBA MCKESSON DRUG CO,2975 EVERGREEN DR,DULUTH,GA,30096,GWINNETT,BR6931251,CHAIN PHARMACY,ECKERD CORPORATION,RITE AID #11492,8110 MALLARD CREEK ROAD,null,CHARLOTTE,NC,28262,MECKLENBURG,S,9143,406052201,OXYCODONE,1.0,null,null,94298807,null,null,5102010,0.672375,100.0,1005016937,OXYCODONE HCL/ACETAMINOPHEN 7.5MG/32,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,McKesson Corporation,7.5
RA0316958,DISTRIBUTOR,AMERISOURCEBERGEN DRUG CORPORATION,null,501 PATRIOT PARKWAY,null,ROANOKE,TX,76262,DENTON,BB3709524,CHAIN PHARMACY,BROOKSHIRE PHARMACY,null,20100 HIGHWAY 155 SOUTH,null,FLINT,TX,75762,SMITH,S,9193,591054001,HYDROCODONE,3.0,null,null,null,null,null,4082011,1.8162,300.0,31065,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",AmerisourceBergen Drug,10.0
RD0108200,DISTRIBUTOR,CARDINAL HEALTH,null,11 CENTENNIAL DRIVE,null,PEABODY,MA,1960,ESSEX,BC5561154,CHAIN PHARMACY,"CVS PHARMACY, INC.",DBA: CVS/PHARMACY  # 02201,270 BUSSEY ST.,DELLA PARK PLAZA,DEDHAM,MA,2026,NORFOLK,S,9143,52152016502,OXYCODONE,3.0,null,null,63148114,null,0,9282006,1.4387220000000000,300.0,609071200,OXYCODO.HCL 5.35MG/TAB,OXYCODONE HYDROCHLORIDE,TAB,1.5,"Actavis Pharma, Inc.","Allergan, Inc.",Cardinal Health,5.35
RW0204026,DISTRIBUTOR,WALGREEN CO,null,DBA: WALGREEN WAREHOUSE,2370 E MAIN STREET,WOODLAND,CA,95776,YOLO,BW9740742,CHAIN PHARMACY,WALGREEN ARIZONA DRUG CO.,DBA: WALGREENS # 09652,1575 N ARIZONA BLVD,null,COOLIDGE,AZ,85128,PINAL,S,9143,591082401,OXYCODONE,1.0,null,null,70762961,null,0,6082007,0.672375,100.0,115131,"OXYCODONE.HCL/APAP TABLETS, 7.5MG/50",OXYCODONE HYDROCHLORIDE,TAB,1.5,"Actavis Pharma, Inc.","Allergan, Inc.",Walgreen Co,7.5
RO0153609,DISTRIBUTOR,CARDINAL HEALTH,null,71 MIL-ACRES DR,null,WHEELING,WV,26003,OHIO,BG6084999,CHAIN PHARMACY,GIANT PHARMACY #6267,null,44 NATURAL SPRINGS ROAD,null,GETTYSBURG,PA,17325,ADAMS,S,9143,406851501,OXYCODONE,2.0,null,null,86059346,null,0,2172009,2.6895,200.0,902038615,OXYCODONE HYDROCHLORIDE 15MG TABLETS,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,Cardinal Health,15.0
RM0258601,DISTRIBUTOR,MCKESSON CORPORATION,null,DBA MCKESSON DRUG CO.,2798 NEW BUTLER RD,NEW CASTLE,PA,16101,LAWRENCE,BG4219805,CHAIN PHARMACY,GIANT EAGLE PHARMACY #0059,null,130 GREEN BAG ROAD,null,MORGANTOWN,WV,26501,MONONGALIA,S,9143,60951071270,OXYCODONE,3.0,null,null,96776535,null,null,8202010,2.6895,300.0,1008046125,ENDOCET - 10MG OXYCODONE.HCL/325MG A,OXYCODONE HYDROCHLORIDE,TAB,1.5,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",McKesson Corporation,10.0
RC0238104,DISTRIBUTOR,CARDINAL HEALTH,null,2512 WESTCOTT BLVD,null,KNOXVILLE,TN,37931,KNOX,BH0695190,CHAIN PHARMACY,"KENTUCKY CVS PHARMACY, L.L.C.",DBA: CVS/PHARMACY  # 06211,3721 LEXINGTON RD.,null,LOUISVILLE,KY,40207,JEFFERSON,S,9143,63481062970,OXYCODONE,2.0,null,null,116560380,null,null,4032012,1.7930000000000000,200.0,1204006608,PERCOCET TABLETS 10MG OXYCODONE HCL/,OXYCODONE HYDROCHLORIDE,TAB,1.5,"Endo Pharmaceuticals, Inc.","Endo Pharmaceuticals, Inc.",Cardinal Health,10.0
RW0243903,DISTRIBUTOR,CARDINAL HEALTH,null,4 CARDINAL HEALTH CT.,null,GREENSBORO,NC,27407,GUILFORD,AM8123882,RETAIL PHARMACY,MEMORIAL PHARMACY,null,100 A SIMPSON STREET,null,GREENVILLE,SC,29605,GREENVILLE,S,9193,603388828,HYDROCODONE,2.0,null,null,null,null,0,6112010,6.054000000000000,1000.0,1006037017,HYDROCODONE.BIT & ACETA  10MG & 500M,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",Cardinal Health,10.0
PM0018425,DISTRIBUTOR,MCKESSON CORPORATION,null,DBA MCKESSON DRUG CO.,14500 E 39TH AVE,AURORA,CO,80011,ADAMS,AW2503654,RETAIL PHARMACY,CHASE PHARMACY,null,PRIMO ENTERPRISES INC.,568 U S HWY 36,BYERS,CO,80103,ARAPAHOE,S,9143,59011044010,OXYCODONE,2.0,null,null,11X000012,null,null,1192011,7.172000000000000,200.0,1101026264,OXYCONTIN 40MG OXYCODONE HCL CR TABL,OXYCODONE HYDROCHLORIDE,TAB,1.5,Purdue Pharma LP,Purdue Pharma LP,McKesson Corporation,40.0
PM0003094,DISTRIBUTOR,MCKESSON CORPORATION,null,DBA MCKESSON DRUG CO.,2700 NORTH AMERICA DRIVE,WEST SENECA,NY,14224,ERIE,BC7075941,RETAIL PHARMACY,CLINTON PHARMACY SERVICES LLC,D/B/A CLINTON PHARMACY,821 NORTH CLINTON AVE.,NORTH #1,ROCHESTER,NY,14605,MONROE,S,9193,406036501,HYDROCODONE,2.0,null,null,null,null,null,6082011,0.6054,200.0,1106011494,HYDROCODONE BIT/ACETA 5MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,McKesson Corporation,5.0
RC0318128,DISTRIBUTOR,CVS ORLANDO FL DISTRIBUTION,null,LLC,8201 CHANCELLOR DRIVE,ORLANDO,FL,32809,ORANGE,BC5277909,CHAIN PHARMACY,"HOLIDAY CVS, L.L.C.",DBA: CVS/PHARMACY  # 03654,3501 54TH AVE S,null,SAINT PETERSBURG,FL,33711,PINELLAS,S,9193,406036201,HYDROCODONE,1.0,null,null,null,null,null,10022006,0.6054,100.0,24265,"HYDROCOD.BIT.& APAP,10MG/660MG/TAB",HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,CVS,10.0
RM0328408,DISTRIBUTOR,MCKESSON CORPORATION,null,3301 POLLOK DRIVE,null,CONROE,TX,77303,MONTGOMERY,BC5354751,CHAIN PHARMACY,"CVS PHARMACY, INC.",DBA: CVS/PHARMACY  # 07474,1609 N. MAIN ST.,null,TAYLOR,TX,76574,WILLIAMSON,S,9193,67336091101,HYDROCODONE,1.0,null,null,null,null,null,7172006,0.6054,100.0,607034769,XODOL - HYDROCODONE.BIT 10MG & ACETA,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Teamm Pharmaceuticals, Inc.","Teamm Pharmaceuticals, Inc.",McKesson Corporation,10.0
RW0231908,DISTRIBUTOR,CARDINAL HEALTH,null,2353 PROSPECT DR,null,AURORA,IL,60502,DUPAGE,BK8707614,CHAIN PHARMACY,KMART STORES OF IL LLC 4031,null,1608 E EMPIRE ST,null,BLOOMINGTON,IL,61701,MCLEAN,S,9193,53746010901,HYDROCODONE,2.0,null,null,null,null,0,5112010,0.6054,200.0,1005031571,HYDROCODONE BIT./ACETAMINOPHEN TABS.,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,Amneal Pharmaceuticals LLC,"Amneal Pharmaceuticals, Inc.",Cardinal Health,5.0
RA0290938,DISTRIBUTOR,AMERISOURCEBERGEN DRUG CORP,null,19220 64TH AVENUE SOUTH,null,KENT,WA,98032,KING,BH2886096,CHAIN PHARMACY,HAGGEN INC,null,DBA TOP FOOD AND DRUG #41,3130 S 23RD STREET,TACOMA,WA,98405,PIERCE,S,9193,591038705,HYDROCODONE,1.0,null,null,null,null,null,7102009,2.27025,500.0,6159,HYDROCODONE BITARTRATE 7.5MG/ACETAMI,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",AmerisourceBergen Drug,7.5
PF0000012,DISTRIBUTOR,MCKESSON CORPORATION,null,DBA MCKESSON DRUG CO.,9501 NORWALK BLVD,SANTA FE SPRINGS,CA,90670,LOS ANGELES,BC7696505,CHAIN PHARMACY,COSTCO WHOLESALE CORPORATION,null,DBA COSTCO PHARMACY #690,27220 HEATHER RIDGE ROAD,LAGUNA NIGUEL,CA,92677,ORANGE,S,9193,591034901,HYDROCODONE,9.0,null,null,null,null,null,11272007,2.7243,900.0,711030638,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",McKesson Corporation,5.0
RW0294493,DISTRIBUTOR,WALGREEN CO,null,28727 OREGON ROAD,ATTN: C II MANAGER,PERRYSBURG,OH,43551,WOOD,BW8792308,CHAIN PHARMACY,WALGREEN CO.,DBA: WALGREENS # 01770,2625 STEVENSON DR,null,SPRINGFIELD,IL,62703,SANGAMON,S,9143,591082401,OXYCODONE,2.0,null,null,110848085,null,0,4182011,1.34475,200.0,40333,"OXYCODONE.HCL/APAP TABLETS, 7.5MG/50",OXYCODONE HYDROCHLORIDE,TAB,1.5,"Actavis Pharma, Inc.","Allergan, Inc.",Walgreen Co,7.5
PM0021535,DISTRIBUTOR,MCKESSON CORPORATION,null,DBA MCKESSON DRUG CO.,3775 SEAPORT BLVD,WEST SACRAMENTO,CA,95691,YOLO,FS0159904,RETAIL PHARMACY,HOMETOWN PHARMACY,null,1414 S MILLER STREET,SUITES E & F,SANTA MARIA,CA,93454,SANTA BARBARA,S,9193,591085305,HYDROCODONE,1.0,null,null,null,null,null,2042009,3.0270000000000000,500.0,902025308,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",McKesson Corporation,10.0
PW0122262,DISTRIBUTOR,WALGREEN CO,null,2455 PREMIER ROW,null,ORLANDO,FL,32809,ORANGE,FW1113430,CHAIN PHARMACY,WALGREEN CO,DBA: WALGREENS #11485,2801 N PONCE DE LEON BLVD,null,ST AUGUSTINE,FL,32084,SAINT JOHNS,S,9193,591320201,HYDROCODONE,1.0,null,null,null,null,null,6192012,0.3027,100.0,26475,HYDROCODONE BITARTRATE AND ACETA 5MG,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",Walgreen Co,5.0
RA0289048,DISTRIBUTOR,AMERISOURCEBERGEN DRUG CORP,null,238 SAND ISLAND ACCESS RD #M1,null,HONOLULU,HI,96819,HONOLULU,FL1175670,CHAIN PHARMACY,"LONGS DRUG STORES CALIFORNIA, L.L.C.",DBA: LONGS DRUGS  # 06889,"1481 S KING STREET, SUITE 111",null,HONOLULU,HI,96814,HONOLULU,S,9193,68453091310,HYDROCODONE,2.0,null,null,null,null,null,5292009,0.9081,200.0,4405,XODOL 7.5MG HYDROCODONE BIT. ;300MG,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Victory Pharma, Inc.","Victory Pharma, Inc.",AmerisourceBergen Drug,7.5
RA0223432,DISTRIBUTOR,AMERISOURCEBERGEN DRUG CORP,null,172 CAHABA VALLEY PKWY,null,PELHAM,AL,35124,SHELBY,AS6203018,RETAIL PHARMACY,"SAV-REX SOUTHWEST, INC",DEEP SOUTH SHOPPING CENTER,P.O. BOX 2070,1714 DENNY AVE,PASCAGOULA,MS,39569,JACKSON,S,9193,591054005,HYDROCODONE,4.0,null,null,null,null,null,10272008,12.108000000000000,2000.0,9088,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",AmerisourceBergen Drug,10.0
PM0021131,DISTRIBUTOR,MCKESSON CORPORATION,null,DBA MCKESSON DRUG CO.,495 S. 107TH,TOLLESON,AZ,85353,MARICOPA,BC8548464,CHAIN PHARMACY,"GERMAN DOBSON CVS, L.L.C.",DBA: CVS/PHARMACY  # 05814,9950 E. GUADALUPE RD.,null,MESA,AZ,85212,MARICOPA,S,9143,59011042010,OXYCODONE,2.0,null,null,122258444,null,null,9252012,3.5860000000000000,200.0,1209029024,OXYCONTIN 20MG OXYCODONE HCL CR TABL,OXYCODONE HYDROCHLORIDE,TAB,1.5,Purdue Pharma LP,Purdue Pharma LP,McKesson Corporation,20.0
PR0040357,DISTRIBUTOR,MCKESSON CORPORATION,null,DBA MCKESSON DRUG CO,2975 EVERGREEN DR,DULUTH,GA,30096,GWINNETT,FT0551499,CHAIN PHARMACY,TARGET STORES A DIV. OF TARGET CORP.,ATTN PHARMACY,TARGET STORE T-0778,107 PAVILION PKWY,FAYETTEVILLE,GA,30214,FAYETTE,S,9193,406035705,HYDROCODONE,1.0,null,null,null,null,null,4082011,1.5135,500.0,1104009945,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,McKesson Corporation,5.0
RW0281953,DISTRIBUTOR,WALGREEN CO,null,710 OVILLA ROAD,null,WAXAHACHIE,TX,75167,ELLIS,BW0156504,CHAIN PHARMACY,WALGREEN CO.,DBA: WALGREENS # 04696,411 S MASON RD,null,KATY,TX,77450,HARRIS,S,9193,591034905,HYDROCODONE,3.0,null,null,null,null,0,6222011,4.5405,1500.0,17711,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",Walgreen Co,5.0
PM0018425,DISTRIBUTOR,MCKESSON CORPORATION,null,DBA MCKESSON DRUG CO.,14500 E 39TH AVE,AURORA,CO,80011,ADAMS,BT9465293,CHAIN PHARMACY,TARGET STORES A DIV.OF TARGET CORP.,TARGET STORE T-2029,ATTN: PHARMACY,110 W MEADOWS DRIVE,GLENWOOD SPRINGS,CO,81601,GARFIELD,S,9143,64720022510,OXYCODONE,4.0,null,null,100377024,null,null,10132010,5.379,400.0,1010029848,OXYCODONE HCL 15MG TABLETS,OXYCODONE HYDROCHLORIDE,TAB,1.5,"CorePharma, LLC","CorePharma, LLC",McKesson Corporation,15.0
RA0363301,DISTRIBUTOR,AMERISOURCEBERGEN DRUG CORP,null,120 TRANS AIR DRIVE,null,MORRISVILLE,NC,27560,WAKE,BW8131562,RETAIL PHARMACY,WALL,null,239 STUCKEY STREET,P.O. BOX 240,JOHNSONVILLE,SC,29555,FLORENCE,S,9143,10702005601,OXYCODONE,1.0,null,null,10X000228,null,null,5062010,0.8965,100.0,1818,OXYCODONE HCI 10MG TABLETS USP,OXYCODONE HYDROCHLORIDE,TAB,1.5,"KVK-Tech, Inc.","KVK-Tech, Inc.",AmerisourceBergen Drug,10.0
RW0191813,DISTRIBUTOR,CARDINAL HEALTH,null,"801 C STREET NW, SUITE B",null,AUBURN,WA,98001,KING,BS0891867,CHAIN PHARMACY,SAFEWAY PHARMACY #1766,null,2740 S 6TH ST,null,KLAMATH FALLS,OR,97603,KLAMATH,S,9193,406035705,HYDROCODONE,1.0,null,null,null,null,null,5062012,1.5135,500.0,1205015712,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Cardinal Health,5.0
RM0258601,DISTRIBUTOR,MCKESSON CORPORATION,null,DBA MCKESSON DRUG CO.,2798 NEW BUTLER RD,NEW CASTLE,PA,16101,LAWRENCE,BS6775754,RETAIL PHARMACY,SHOP'N SAVE FOOD AND DRUG,null,3239 WASHINGTON PIKE,null,BRIDGEVILLE,PA,15017,ALLEGHENY,S,9143,59011048010,OXYCODONE,1.0,null,null,11X000065,null,null,4122011,7.172000000000000,100.0,1104042684,OXYCONTIN 80MG OXYCODONE HCL CR TABL,OXYCODONE HYDROCHLORIDE,TAB,1.5,Purdue Pharma LP,Purdue Pharma LP,McKesson Corporation,80.0
RW0204026,DISTRIBUTOR,WALGREEN CO,null,DBA: WALGREEN WAREHOUSE,2370 E MAIN STREET,WOODLAND,CA,95776,YOLO,BW6210328,CHAIN PHARMACY,WALGREEN CO.,DBA: WALGREENS # 04625,830 3RD STREET,null,SAN RAFAEL,CA,94901,MARIN,S,9193,591085305,HYDROCODONE,3.0,null,null,null,null,null,6192012,9.081,1500.0,6935,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",Walgreen Co,10.0
RA0290736,DISTRIBUTOR,AMERISOURCEBERGEN DRUG CORP,null,1 INDUSTRIAL PARK DR.,null,WILLIAMSTON,MI,48895,INGHAM,AS8550243,RETAIL PHARMACY,SHAFFER PHARMACY,null,3900 SUNFOREST CT,null,TOLEDO,OH,43623,LUCAS,S,9143,228287811,OXYCODONE,3.0,null,null,11X001135,null,null,12192011,4.03425,300.0,12673,"OXYCODONE HCL 15MG TABLETS, 100 CT",OXYCODONE HYDROCHLORIDE,TAB,1.5,"Actavis Pharma, Inc.","Allergan, Inc.",AmerisourceBergen Drug,15.0
RW0376170,DISTRIBUTOR,"WALGREEN EASTERN CO., INC.",null,80 INTERNATIONAL DR.,null,WINDSOR,CT,6095,HARTFORD,BW2969915,CHAIN PHARMACY,"WALGREEN EASTERN CO., INC.",DBA: WALGREENS # 02650,5716 AVENUE U,null,BROOKLYN,NY,11234,KINGS,S,9193,62037056701,HYDROCODONE,2.0,null,null,null,null,null,8302011,1.2108,200.0,1650,HYDROCODONE.BITRATRATE.10MG/ACETAMIN,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",Walgreen Co,10.0
RW0294493,DISTRIBUTOR,WALGREEN CO,null,28727 OREGON ROAD,ATTN: C II MANAGER,PERRYSBURG,OH,43551,WOOD,BW5640811,CHAIN PHARMACY,WALGREEN CO.,DBA: WALGREENS # 04297,7210 N MIDDLE BELT ROAD,null,WESTLAND,MI,48185,WAYNE,S,9193,93516101,HYDROCODONE,1.0,null,null,null,null,0,12272007,0.45405,100.0,7848,HYDROCODONE BIT./IBUPROFEN;7.5MG & 2,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Teva Pharmaceuticals USA, Inc.",Teva,Walgreen Co,7.5
PM0038693,DISTRIBUTOR,MCKESSON CORPORATION,null,"DBA MCKESSON DRUG CO,",7009 SOUTH 108 STREET,LA VISTA,NE,68128,SARPY,BT9821162,CHAIN PHARMACY,TARGET STORES A DIV. OF TARGET CORP.,TARGET STORE T-2125,ATTN: PHARMACY,7200 DODGE ST.,OMAHA,NE,68114,DOUGLAS,S,9193,406036701,HYDROCODONE,1.0,null,null,null,null,null,2102010,0.6054,100.0,1002007189,HYDROCODONE BIT/ACETA 10MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,McKesson Corporation,10.0
RC0182080,DISTRIBUTOR,CARDINAL HEALTH,null,2045 INTERSTATE DRIVE,null,LAKELAND,FL,33805,POLK,BB7536595,RETAIL PHARMACY,BELLEVIEW COMMUNITY PHARMACY,null,10762 SE HIGHWAY 441,null,BELLEVIEW,FL,34420,MARION,S,9193,603388232,HYDROCODONE,1.0,null,null,null,null,0,10152007,4.5405,1000.0,710041146,HYDROCODONE BIT & ACETA 7.5MG/500MG,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",Cardinal Health,7.5
RW0294493,DISTRIBUTOR,WALGREEN CO,null,28727 OREGON ROAD,ATTN: C II MANAGER,PERRYSBURG,OH,43551,WOOD,FW0918687,CHAIN PHARMACY,WALGREEN CO.,DBA:  WALGREENS #11236,2519 KETTERING ST.,null,JANESVILLE,WI,53546,ROCK,S,9143,603499021,OXYCODONE,2.0,null,null,96872113,null,0,3092010,0.8965,200.0,293181,OXYCODONE HCI 5MG TABLETS,OXYCODONE HYDROCHLORIDE,TAB,1.5,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",Walgreen Co,5.0
PR0040357,DISTRIBUTOR,MCKESSON CORPORATION,null,DBA MCKESSON DRUG CO,2975 EVERGREEN DR,DULUTH,GA,30096,GWINNETT,AW1181938,RETAIL PHARMACY,WENDER AND ROBERTS INC,null,1262 W PACES FERRY RD NW,null,ATLANTA,GA,30327,FULTON,S,9143,23635099401,OXYCODONE,2.0,null,null,70863788,null,null,2282007,1.7930000000000000,200.0,702037210,MAGNACET TM /OXYCODONE 10MG;ACET.400,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,McKesson Corporation,10.0
RH0197170,DISTRIBUTOR,CVS INDIANA,null,"7590 EMPIRE DR, DOORS 116-123",null,INDIANAPOLIS,IN,46219,MARION,FM0230691,CHAIN PHARMACY,"MISSOURI CVS PHARMACY, L.L.C.",DBA: CVS/PHARMACY  # 08581,3201 SOUTH 7 HIGHWAY,null,BLUE SPRINGS,MO,64014,JACKSON,S,9193,406035705,HYDROCODONE,3.0,null,null,null,null,null,7092008,4.5405,1500.0,131061,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,CVS,5.0
RW0199908,DISTRIBUTOR,WAL-MART PHCY WAREHOUSE #46,null,11121 ELLIOT PLACE,null,WILLIAMSPORT,MD,21795,WASHINGTON,BW5373612,CHAIN PHARMACY,WAL-MART PHARMACY 10-1465,null,515 MOUNT CROSS ROAD,null,DANVILLE,VA,24540,DANVILLE CITY,S,9193,406035801,HYDROCODONE,2.0,null,null,null,null,null,11062009,0.9081,200.0,911022506,HYDROCODONE BIT/ACETA 7.5MG/500MG US,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Wal-Mart,7.5
RW0152467,DISTRIBUTOR,WALGREEN CO,null,DBA WALGREENS,5100 LAKE TERRACE NE,MOUNT VERNON,IL,62864,JEFFERSON,BW8873499,CHAIN PHARMACY,WALGREEN CO.,DBA: WALGREENS # 09013,1065 STATELINE RD W,null,SOUTHAVEN,MS,38671,DESOTO,S,9193,591034905,HYDROCODONE,1.0,null,null,null,null,0,3202009,1.5135,500.0,26730,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",Walgreen Co,5.0
RW0243903,DISTRIBUTOR,CARDINAL HEALTH,null,4 CARDINAL HEALTH CT.,null,GREENSBORO,NC,27407,GUILFORD,BC5952622,CHAIN PHARMACY,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",DBA: CVS/PHARMACY  # 03585,555 ROBERTSON BLVD.,null,WALTERBORO,SC,29488,COLLETON,S,9143,10702005601,OXYCODONE,4.0,null,null,112129481,null,0,6072011,3.5860000000000000,400.0,1106028315,OXYCODONE HCI 10MG TABLETS USP,OXYCODONE HYDROCHLORIDE,TAB,1.5,"KVK-Tech, Inc.","KVK-Tech, Inc.",Cardinal Health,10.0
RW0191813,DISTRIBUTOR,CARDINAL HEALTH,null,"801 C STREET NW, SUITE B",null,AUBURN,WA,98001,KING,BW7480750,CHAIN PHARMACY,WALGREEN CO.,DBA: WALGREENS # 06103,1905 SE 164TH AVE,null,VANCOUVER,WA,98683,CLARK,S,9143,59011010310,OXYCODONE,1.0,null,null,56257547,null,0,2062006,1.7930000000000000,100.0,602005697,OXYCONTIN (OXYCODONE.HCL) CONTROLLED,OXYCODONE HYDROCHLORIDE,TAB,1.5,Purdue Pharma LP,Purdue Pharma LP,Cardinal Health,20.0
